Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,IMDb Votes,gap_between_netflix_release_and_release,Country Count,Language Count,is_hidden_gem,year_added
Project Power,,"Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Crime Movies,Sci-Fi Thrillers,Action Thrillers,Crime Action,Action Movies,Action & Adventure,Crime Action & Adventure,Sci-Fi,US Movies",English,Movie,2.8,,1-2 hour,"Henry Joost, Ariel Schulman",Mattson Tomlin,"Jamie Foxx, Dominique Fishback, Joseph Gordon-Levitt, Rodrigo Santoro",R,6.0,,51.0,,5.0,,2020-08-14,2020-08-14,70430.0,0.0,36,1,False,2020
Fearless,,"Children & Family Movies,Sci-Fi & Fantasy,Comedies,Action Comedies,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Sci-Fi Adventure,Sci-Fi,US Movies,Animation","Mandarin, Japanese, English",Movie,3.6,,1-2 hour,Ronny Yu,"Richard Epcar, Chi-long To, Chris Chow","Jet Li, Yong Dong, Yun Qu, Li Sun",PG-13,7.6,73.0,70.0,6.0,13.0,,2006-09-22,2020-08-14,72960.0,5075.0,36,3,False,2020
(Un)Well,,"Reality TV,US TV Shows,International Reality, Talk & Variety Shows,Variety Entertainment,Lifestyle,Reality, Variety & Talk Shows",English,Series,7.8,,< 30 minutes,,,Jennifer Julian,TV-MA,6.4,,,,,,2020-08-12,2020-08-12,783.0,0.0,36,1,False,2020
Kongsuni and Friends,,"TV Cartoons,Kids&#39; TV,Korean TV Shows,Animation",English,Series,6.9,,< 30 minutes,,,"Nathan Hunt, Nikki Rae Hallow, Josh Friesen, Caitlynne Medrek",,3.9,,,,,,2017-08-22,2020-08-11,13.0,1085.0,36,1,False,2020
"Rob Schneider: Asian Momma, Mexican Kids",,"Comedies,Irreverent Stand-Up Comedy,Stand-Up Comedy,Variety Entertainment",English,Movie,7.4,,30-60 mins,Tyler Spindel,,"Elle King, Rob Schneider",TV-MA,5.4,,,,,,2020-08-11,2020-08-11,589.0,0.0,36,1,False,2020
Killing Hasselhoff,,"Late Night Comedies,Comedies",,Movie,5.4,,1-2 hour,Darren Grant,"Mike O'Connell, Peter Hoare","David Hasselhoff, Jim Jefferies, Colton Dunn, Ken Jeong",R,4.5,18.0,,,,,2017-08-29,2020-08-08,2389.0,1075.0,1,0,False,2020
Moesha,,"Sitcoms,TV Comedies,Teen TV Shows,Family Watch Together TV,US TV Programmes",English,Series,6.3,,< 30 minutes,,"Sara Finney-Johnson, Vida Spears","Lamont Bentley, William Allen Young, Marcus T. Paulk, Brandy Norwood",TV-PG,5.8,,,3.0,29.0,,1996-01-23,2020-08-08,3265.0,8964.0,4,1,False,2020
Supermarket Sweep,,"Reality TV,Competition Reality TV",English,Series,8.4,,< 30 minutes,,Al Howard,"Johnny Gilbert, Randy West, David Ruprecht",TV-G,7.5,,,1.0,2.0,,1990-02-05,2020-08-08,735.0,11142.0,1,1,False,2020
Takki,,"Drama Programmes,Middle Eastern TV Programmes,Social Issue TV Dramas",Arabic,Series,8.6,,< 30 minutes,,,Mohammed Balkhi,,7.3,,,,,,2012-02-20,2020-08-08,85.0,3092.0,36,1,False,2020
Where Do I Come From?,,"TV Thrillers,Japanese TV Series",,Series,,,< 30 minutes,Earlene Stevens,Earlene Stevens,Earlene Stevens,,,,,,,,,2020-08-08,,,1,0,False,2020
Tada Never Falls In Love,,"Anime Series,Comedy Anime,Slice of Life Anime,Romance Anime,Romantic Comedy Anime",Japanese,Series,8.3,,< 30 minutes,,,"Mamoru Miyano, Josh Grelle, Manaka Iwami, Yûichi Nakamura",,7.1,,,,,,2018-04-03,2020-08-08,418.0,858.0,1,1,False,2020
Kanto Wanderer,,"Action & Adventure,Dramas,Japanese Movies,Gangster Action & Adventure,Action Thrillers",Japanese,Movie,8.2,,1-2 hour,Seijun Suzuki,"Yasutarô Yagi, Taiko Hirabayashi","Akira Kobayashi, Hiroko Itô, Daisaburô Hirata, Chieko Matsubara",,6.9,67.0,,,,,1963-11-23,2020-08-08,374.0,20713.0,1,1,False,2020
Million Joe,,"TV Dramas,TV Thrillers,TV Dramas Based on Comics,Social Issue TV Dramas,Japanese TV Series",Japanese,Series,,,< 30 minutes,,,Hiromitsu Kitayama,,,,,,,,2019-10-09,2020-08-08,,304.0,1,1,False,2020
Man Who Causes a Storm,,"Dramas,Japanese Movies,Music & Musicals",Japanese,Movie,8.0,,1-2 hour,Umetsugu Inoue,"Umetsugu Inoue, Dai Nishijima","Kyôji Aoyama, Fukuko Sayo, Mie Kitahara, Yûjirô Ishihara",,6.1,,,1.0,,,1957-12-29,2020-08-08,54.0,22868.0,1,1,False,2020
My Friend A,,"Dramas,Crime Dramas,Thriller Movies,Movies Based on Books,Japanese Movies,Crime Thrillers",English,Movie,3.6,,> 2 hrs,Marc Meyers,"Marc Meyers, John Backderf","Ross Lynch, Zachary Davis Brown, Vincent Kartheiser, Lily Kozub",R,6.2,86.0,68.0,1.0,3.0,,2018-03-02,2020-08-08,16532.0,890.0,1,1,False,2020
Intentions of Murder,,"Dramas,Movies Based on Books,Japanese Movies,Classic Movies,Classic Japanese Movies",Japanese,Movie,8.1,,> 2 hrs,Shôhei Imamura,"Keiji Hasebe, Shôhei Imamura, Shinji Fujiwara","Shigeru Tsuyuguchi, Yûko Kusunoki, Kô Nishimura, Masumi Harukawa",Not Rated,7.7,,,5.0,,,1964-11-17,2020-08-08,1415.0,20353.0,1,1,False,2020
Fuzjko Hemming: A Pianist of Silence & Solitude,,"Japanese Movies,Music & Musicals,Music & Concert Documentaries,Documentary Films",Japanese,Movie,,,1-2 hour,Sôichirô Komatsu,,"Ulf Hemming, Ingrid Fuzjko Hemming",,,,,,,,,2020-08-08,,,1,1,False,2020
The Insect Woman,,"Dramas,Japanese Movies,Classic Movies,Classic Japanese Movies",Japanese,Movie,8.1,,> 2 hrs,Shôhei Imamura,"Shôhei Imamura, Keiji Hasebe","Setsuko Amamiya, Tomoko Aoyagi, Emiko Aizawa, Tomio Aoki",Not Rated,7.5,86.0,,12.0,1.0,,1964-06-30,2020-08-08,1908.0,20493.0,1,1,False,2020
Joker,,"Social Issue Dramas,Psychological Thrillers,Dramas,Crime Dramas,Thriller Movies,Crime Thrillers,US Movies,Crime Movies,Oscar-Winning Films,Golden Globe Award-Winning Films",English,Movie,3.5,,> 2 hrs,Todd Phillips,"Scott Silver, Jerry Robinson, Todd Phillips, Bob Kane, Bill Finger","Joaquin Phoenix, Zazie Beetz, Robert De Niro, Frances Conroy",R,8.4,68.0,59.0,112.0,228.0,,2019-10-04,2020-08-08,951938.0,309.0,2,1,False,2020
The Governor,,"TV Dramas,Political TV Shows,Social Issue TV Dramas",English,Series,8.7,,< 30 minutes,,,"Derek Martin, Ron Donachie, Janet McTeer, David J. Nicholls",,7.5,,,,,,1995-05-14,2020-08-08,112.0,9218.0,35,1,False,2020
Word Party Songs,,"Education for Kids,TV Cartoons,Kids&#39; TV,Kids Music,Animation",English,Series,6.8,,< 30 minutes,,,,,3.6,,,,,,2020-08-07,2020-08-07,7.0,0.0,36,1,False,2020
Work It,,"Teen Movies,Comedies,Family Cozy Time,US Movies,Youth Drama Movies",English,Movie,3.3,,1-2 hour,Laura Terruso,Alison Peck,"Kalliane Brémault, Liza Koshy, Keiynan Lonsdale, Briana Andrade-Gomes",TV-14,6.1,,58.0,,,,2020-08-07,2020-08-07,9254.0,0.0,36,1,False,2020
Tiny Creatures,,"Travel & Adventure Documentaries,Science & Nature Docs,Docuseries,TV Action & Adventure,Nature & Ecology Documentaries,Science & Nature TV,US TV Shows,Family Watch Together TV",English,Series,7.0,,< 30 minutes,,,"Louis Labrom-Brown, Mike Colter",TV-PG,4.9,,,,,,2020-08-07,2020-08-07,929.0,0.0,36,1,False,2020
Sing On! Germany,,"Reality TV,Competition Reality TV,Music & Musicals,German TV Shows,Family Watch Together TV,Music,International Reality, Talk & Variety Shows,Variety Entertainment,Reality, Variety & Talk Shows",German,Series,7.6,,< 30 minutes,,,Palina Rojinski,,5.3,,,,,,2020-08-07,2020-08-07,104.0,0.0,36,1,False,2020
The Magic School Bus Rides Again Kids In Space,,"Children & Family Movies,Movies Based on Books,Education for Kids,Canadian Movies,Family Adventures,Animation",English,Movie,8.0,,30-60 mins,Richard Weston,David Skelly,"Gabby Clarke, Mikaela Blake, Roman Lutterotti, Kate McKinnon",TV-Y,6.1,,,,,,2020-08-07,2020-08-07,42.0,0.0,36,1,True,2020
Preman Pensiun,,"Dramas,Comedies,Indonesian Films",Indonesian,Movie,8.4,,1-2 hour,Aris Nugraha,Aris Nugraha,"Soraya Rasyid, Dedi Moch Jamasari, Tia Arifin, Epy Kusnandar",,6.9,,,,,,2019-01-17,2020-08-07,130.0,568.0,2,1,False,2020
Mahasiswi Baru,,"Dramas,Comedies,Indonesian Films",Indonesian,Movie,7.4,,1-2 hour,Monty Tiwa,"Jujur Prananto, Monty Tiwa, Sarahero","Mikha Tambayong, Umay Shahab, Morgan Oey, Widyawati",Unrated,5.0,,,,,,2019-08-08,2020-08-07,104.0,365.0,1,1,False,2020
Toko Barang Mantan,,"Romantic Dramas,Dramas,Romantic Films,Indonesian Films",Indonesian,Movie,7.8,,1-2 hour,Viva Westi,"Titien Wattimena, Priesnanda Dwisatria","Iedil Dzuhrie Alaudin, Dea Panendra, Reza Rahadian, Marsha Timothy",,5.8,,,,1.0,,2020-02-20,2020-08-07,120.0,169.0,2,1,False,2020
Ananta,,"Romantic Dramas,Dramas,Romantic Films,Films Based on Books,Indonesian Films",Indonesian,Movie,8.9,,1-2 hour,Rizki Balki,"Alim Sudio, Risa Saraswati","Nino Fernandez, Michelle Ziudith, Fero Walandouw, Jihane Almira",,7.8,,,,,,2018-05-03,2020-08-07,66.0,827.0,3,1,False,2020
3 Dara 2,,"Dramas,Comedies,Indonesian Films",Indonesian,Movie,8.4,,1-2 hour,Monty Tiwa,"Nataya Bagya, Fatmaningsih Bustamar, Monty Tiwa","Cut Mini Theo, Tanta Ginting, Tora Sudiro, Adipati Dolken",,6.9,,,,,,2018-10-25,2020-08-07,26.0,652.0,2,1,True,2020
99 Nama Cinta,,"Romantic Dramas,Dramas,Romantic Films,Indonesian Films",Indonesian,Movie,9.0,,1-2 hour,Danial Rifki,Garin Nugroho,"Acha Septriasa, Deva Mahenra, Donny Damara, Ira Wibowo",TV-G,8.0,,,,,,2019-11-14,2020-08-07,28.0,267.0,2,1,True,2020
Luccas Neto em: O Hotel Magico,,"Children & Family Movies,Brazilian Movies,Comedies,Slapstick Comedies,Brazilian Comedies,Family Comedies,Music & Musicals,Brazilian Music & Musicals",Portuguese,Movie,,,1-2 hour,Lucas Margutti,,Luccas Neto,,,,,,,,,2020-08-07,,,2,1,False,2020
Stars in the Sky: A Hunting Story,,"Science & Nature Docs,Nature & Ecology Documentaries,Documentary Films,US Movies",English,Movie,8.5,,1-2 hour,Steven Rinella,Steven Rinella,"Steven Rinella, Buck Bowden, Greg Blascovich, Robert Abernathy",,7.3,,,,,,2020-08-07,2020-08-07,210.0,0.0,35,1,False,2020
Diamonds in the Sky,,"African Movies,Social Issue Dramas,Dramas,Nollywood Movies,International Dramas","Bengali, Hindi, English",Movie,8.0,,1-2 hour,"Anamitra Roy, Sriparna Dey",Anamitra Roy,"Abhishek Bhattacharya, Anamitra Roy, Yovik, Avishek Thakur",,6.1,,,,,,2014-08-15,2020-08-07,10.0,2184.0,35,3,True,2020
Nasha Natasha,,"Biographical Documentaries,Music & Musicals,Music & Concert Documentaries,Documentaries,Music,Latin Music,Music and Concert Movies,Latin American Films","Russian, Spanish",Movie,8.1,,1-2 hour,Martín Sastre,Martín Sastre,"Natalia Oreiro, Ricardo Mollo, Carlos Oreiro, Merlín Atahualpa Mollo Oreiro",,6.5,,,,,,2020-08-06,2020-08-06,255.0,0.0,35,2,False,2020
Once Before,,"Romantic Dramas,Dramas,Romantic Movies,Filipino Movies","Tagalog, Filipino",Movie,7.9,,1-2 hour,Joel Lamangan,Ricardo Lee,"Tony Labrusca, Marco Gumabao, Candy Pangilinan, Lovi Poe",,5.9,,,,,,2020-03-04,2020-08-06,81.0,155.0,4,2,False,2020
Doctor Sleep,,"Horror Movies,Thriller Movies,Movies Based on Books,Supernatural Thrillers,Supernatural Horror Movies",English,Movie,3.5,,> 2 hrs,Mike Flanagan,"Mike Flanagan, Stephen King","Kyliegh Curran, Ewan McGregor, Rebecca Ferguson, Cliff Curtis",R,7.3,78.0,59.0,7.0,29.0,,2019-11-08,2020-08-06,144369.0,272.0,3,1,False,2020
The Last Shot,,"Polish Comedies,Polish Movies,Comedies",English,Movie,5.7,,1-2 hour,Jeff Nathanson,"Jeff Nathanson, Steve Fishman","Alec Baldwin, Matthew Broderick, Tony Shalhoub, Toni Collette",R,5.6,62.0,47.0,,,,2004-11-05,2020-08-06,4110.0,5753.0,1,1,False,2020
Convict,,"Dramas,Crime Movies,Polish Thrillers,Polish Movies,Crime Dramas,Thriller Movies,Crime Thrillers,Polish Dramas",English,Movie,6.3,,1-2 hour,"George Basha, David Field and George Basha",George Basha,"Richard Green, Brian Ellison, George Basha, David Field",Not Rated,5.3,27.0,,,,,2014-01-21,2020-08-06,1336.0,2389.0,1,1,False,2020
Intimate Lighting,,"Czech Movies,Dramas,Comedies,Classic Dramas,Classic Movies,Classic Comedies",Czech,Movie,8.2,,1-2 hour,Ivan Passer,"Jaroslav Papousek, Václav Sasek, Ivan Passer","Miroslav Cvrk, Karel Blazek, Zdenek Bezusek, Vera Kresadlová",TV-PG,7.3,81.0,,1.0,,,1969-11-24,2020-08-05,1316.0,18517.0,2,1,False,2020
If a Thousand Clarinets,,"Czech Movies,Comedies,Musicals,Classic Movies,Classic Comedies,Music & Musicals",Czech,Movie,8.4,,> 2 hrs,"Vladimír Svitácek, Ján Rohác","Jirí Suchý, Ján Rohác","Jana Brejchová, Hana Hegerová, Eva Pilarová, Waldemar Matuska",,7.0,,,,,,1965-01-29,2020-08-05,208.0,20277.0,2,1,False,2020
Anelka: Misunderstood,,"Sports Documentaries,Biographical Documentaries,Documentaries,Sports Movies,Sports & Fitness,Soccer Movies,French Documentaries,The Beautiful Game,European Movies",French,Movie,6.9,,1-2 hour,Franck Nataf,,"Fabrice Abriel, Barbara Anelka, Roman Abramovich, Samir Amireche",TV-14,6.4,,,,,,2020-08-05,2020-08-05,2528.0,0.0,36,1,False,2020
Worlds Most Wanted,,"Docuseries,French TV Programmes,True Crime Documentaries,Crime Documentaries,French Documentaries","English, Spanish, Hebrew, Arabic",Series,3.3,,< 30 minutes,Marc Forster,"Damon Lindelof, Matthew Michael Carnahan, Drew Goddard, J. Michael Straczynski, Max Brooks","Brad Pitt, Daniella Kertesz, Mireille Enos, James Badge Dale",PG-13,7.0,66.0,63.0,3.0,24.0,,2013-06-21,2020-08-05,602843.0,2602.0,36,4,False,2020
Ayamma,,"Romantic Dramas,African Films,Dramas,Romantic Films,Musicals,Music & Musicals,Nollywood Films",,Movie,8.3,,1-2 hour,Chris Eneaji,,"Majid Michel, Theresa Edem, Wale Ojo, Adesua Etomi-Wellington",,6.7,,,,,,2016-12-23,2020-08-05,9.0,1321.0,1,0,True,2020
Sin City,,"African Movies,Psychological Thrillers,Thriller Movies,Mysteries,International Thrillers,Steamy Thrillers,Steamy Thrillers",English,Movie,3.9,,1-2 hour,"Robert Rodriguez, Quentin Tarantino, Frank Miller","Robert Rodriguez, Frank Miller","Jessica Alba, Devon Aoki, Powers Boothe, Alexis Bledel",R,8.0,77.0,74.0,38.0,54.0,,2005-04-01,2020-08-05,739118.0,5605.0,35,1,False,2020
Malibu Rescue: The Next Wave,,"Children & Family Films,Comedies,Family Comedies,Action Comedies,US Movies,Family Cozy Time",English,Movie,7.0,,1-2 hour,Savage Steve Holland,"Scott McAboy, Jed Elinoff, Scott Thomas, Savage Steve Holland","Curtis Armstrong, Tricia O'Kelley, Jeremy Howard, Breanna Yde",,4.6,,,,,,2020-08-04,2020-08-04,557.0,0.0,36,1,False,2020
Sam Jay: 3 In The Morning,,"Dark Comedies,Comedies,Irreverent Stand-Up Comedy,Stand-Up Comedy,Variety Entertainment",English,Movie,7.9,,1-2 hour,Kristian Mercado,Sam Jay,Sam Jay,TV-MA,6.2,,,,,,2020-08-04,2020-08-04,360.0,0.0,36,1,False,2020
Mystery Lab,,"Science & Nature Documentaries,Social & Cultural Documentaries,Docuseries,Science & Nature TV,Latin American TV Programmes,Brazilian TV Programmes,Brazilian Documentaries",Portuguese,Series,8.5,,< 30 minutes,,,"Felipe Castanhari, Lilian Regina, Guilherme Briggs, Bruno Miranda",TV-PG,7.6,,,,,,2020-08-04,2020-08-04,536.0,0.0,36,1,False,2020
The Peanut Butter Falcon,,"Action & Adventure,Sports Films,Sports Comedies,Dramas,Comedies,Independent Films,Adventures,Independent Action & Adventure",English,Movie,4.0,,1-2 hour,"Michael Schwartz, Tyler Nilson","Michael Schwartz, Tyler Nilson","Ann Owens, Bruce Dern, Dakota Johnson, Zack Gottsagen",PG-13,7.6,95.0,70.0,21.0,16.0,,2019-08-23,2020-08-03,67536.0,346.0,1,1,False,2020
Can You Keep a Secret?,,"Romantic Comedies,Comedies,Independent Films,Romantic Films,Films Based on Books,Romantic Independent Films",English,Movie,1.9,,1-2 hour,Elise Duran,"Sophie Kinsella, Peter Hutchings","Tyler Hoechlin, David Ebert, Sunita Mani, Alexandra Daddario",Not Rated,5.3,29.0,35.0,,,,2019-09-13,2020-08-03,11164.0,325.0,1,1,False,2020
Almost Love,,"Romantic Dramas,Romantic Comedies,Dramas,Comedies,Independent Movies,Romantic Movies,Romantic Independent Movies,LGBTQ Dramas,Romantic LGBTQ Movies,LGBTQ Movies,LGBTQ Comedies",English,Movie,7.4,,1-2 hour,Mike Doyle,Mike Doyle,"Scott Evans, Augustus Prew, Colin Donnell, Michelle Buteau",Not Rated,5.6,67.0,42.0,7.0,1.0,,2020-08-02,2020-08-03,772.0,1.0,2,1,False,2020
Grave,,"Horror Movies,French Movies",Japanese,Movie,4.5,,1-2 hour,Isao Takahata,"Isao Takahata, Akiyuki Nosaka","Akemi Yamaguchi, Yoshiko Shinohara, Ayano Shiraishi, Tsutomu Tatsumi",Not Rated,8.5,,94.0,3.0,,,1989-07-26,2020-08-03,237321.0,11331.0,1,1,False,2020
Good Luck Algeria,,"Comedies,French Movies,French Comedies",French,Movie,7.8,,1-2 hour,Farid Bentoumi,"Gaëlle Macé, Noé Debré, Farid Bentoumi","Franck Gastambide, Hélène Vincent, Chiara Mastroianni, Sami Bouajila",,5.9,,,,,,2016-03-30,2020-08-03,261.0,1587.0,1,1,False,2020
Rover Dangerfield,,"Children & Family Movies,Animal Tales",English,Movie,6.1,,1-2 hour,"Bob Seeley, James L. George","Harold Ramis, Rodney Dangerfield","Susan Boyd, Ronnie Schell, Rodney Dangerfield, Ned Luke",G,6.0,40.0,,,,,1991-08-02,2020-08-03,2868.0,10594.0,1,1,False,2020
15 Minutes,,"Action & Adventure,Crime Movies,Crime Action & Adventure,Action Thrillers","English, Czech, Russian, Greek, Afrikaans",Movie,2.1,,> 2 hrs,John Herzfeld,John Herzfeld,"Edward Burns, Kelsey Grammer, Avery Brooks, Robert De Niro",R,6.1,32.0,34.0,,1.0,,2001-03-09,2020-08-03,48497.0,7087.0,1,5,False,2020
Immigration Nation,,"Social & Cultural Docs,Docuseries,US TV Shows",English,Series,8.3,,< 30 minutes,,,,TV-MA,7.5,,,,2.0,,2020-08-03,2020-08-03,922.0,0.0,36,1,False,2020
Skam France,,"TV Dramas,Teen TV Shows,French TV Shows",French,Series,8.2,,< 30 minutes,,Julie Andem,"Axel Auriant, Philippine Stindel, Coline Preher, Lula Cotton-Frapier",,8.3,,,,,,2018-02-09,2020-08-02,1990.0,905.0,1,1,False,2020
Three Kingdoms,,"TV Action & Adventure,TV Dramas,Period Pieces,Political TV Shows,TV Shows Based on Books,Mainland Chinese TV Shows",Mandarin,Series,4.6,,< 30 minutes,Daniel Lee,"Guanzhong Luo, Ho-Leung Lau, Daniel Lee","Cunxin Pu, Andy Lau, Sammo Kam-Bo Hung, Maggie Q",R,6.2,45.0,,2.0,7.0,,2008-04-03,2020-08-02,6097.0,4504.0,1,1,False,2020
Man of Men,,"Dark Comedies,Korean Movies,Comedies",Japanese,Movie,,,1-2 hour,Tadashi Sawashima,Tadashi Sawashima,"Hitomi Nakahara, Satomi Oka, Eitarô Shindô, Kinnosuke Nakamura",,,,,,,,1959-11-29,2020-08-02,,22162.0,1,1,False,2020
Legend of Yun Xi,,"TV Dramas,Period Pieces,Romantic TV Dramas,TV Shows Based on Books,Mainland Chinese TV Shows",Chinese,Series,9.1,,< 30 minutes,,,Kei Gambit,,8.2,,,1.0,1.0,,2018-06-25,2020-08-02,82.0,769.0,1,1,False,2020
Money,,"Korean Movies,Thriller Movies,Movies Based on Books,Crime Thrillers","English, Spanish",Movie,6.5,,1-2 hour,Martín Rosete,Josep Ciutat,"Jess Weixler, Kellan Lutz, Jesse Williams, Jamie Bamber",R,5.5,,,16.0,26.0,,2017-06-27,2020-08-02,2564.0,1132.0,1,2,False,2020
The Battle: Roar to Victory,,"Action & Adventure,Military Action & Adventure,Korean Movies,Period Pieces,Blockbuster Action & Adventure","Korean, Japanese",Movie,8.5,,> 2 hrs,Shin-yeon Won,Cheon Jin-woo,"Jun-Yeol Ryu, Hae-Jin Yoo, Kazuki Kitamura, Woo-jin Jo",TV-MA,6.0,88.0,,3.0,8.0,,2019-08-16,2020-08-02,491.0,352.0,1,2,False,2020
Connected,,"Science & Nature Docs,Docuseries,Science & Nature TV,US TV Shows","Cantonese, Mandarin, English",Series,7.5,,< 30 minutes,Benny Chan,"Xu Bing, Larry Cohen, Benny Chan, Alan Yuen, Chris Morgan","Louis Koo, Ye Liu, Barbie Hsu, Nick Cheung",Not Rated,6.6,73.0,,4.0,5.0,,2008-09-25,2020-08-02,1961.0,4329.0,36,3,False,2020
The Travelling Cat Chronicles,,"Children & Family Movies,Dramas,Movies Based on Books,Japanese Movies",Japanese,Movie,8.3,,1-2 hour,Kôichirô Miki,"Emiko Hiramatsu, Hiro Arikawa","Sôta Fukushi, Nana, Mitsuki Takahata, Alice Hirose",,6.9,,,,,,2018-10-26,2020-08-02,384.0,646.0,1,1,False,2020
Mazinger Z: Infinity,,"Action & Adventure,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Anime,Anime Features,Japanese Movies,Sci-Fi & Fantasy Anime,Mecha & Cyborg Anime,Cyberpunk,Anime Based on Comics",Japanese,Movie,7.1,,1-2 hour,Junji Shimizu,"Takahiro Ozawa, Gô Nagai","Shôtarô Morikubo, Toshihiko Seki, Sumire Uesaka, Ai Kayano",TV-14,5.9,,,,1.0,,2018-02-11,2020-08-02,1703.0,903.0,1,1,False,2020
Her Love Boils Bathwater,,"Dramas,Japanese Movies",Japanese,Movie,8.0,,> 2 hrs,Ryôta Nakano,Ryôta Nakano,"Yukiko Shinohara, Hana Sugisaki, Rie Miyazawa, Aoi Itô",,7.5,,,13.0,4.0,,2016-10-29,2020-08-02,1524.0,1373.0,2,1,False,2020
Love and Honor,,"Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Japanese Movies,Period Pieces",English,Movie,2.2,,> 2 hrs,Danny Mooney,"Jim Burnstein, Garrett K. Schiff","Teresa Palmer, Liam Hemsworth, Aimee Teegarden, Austin Stowell",PG-13,5.7,13.0,28.0,,,,2013-03-22,2020-08-02,8919.0,2690.0,1,1,False,2020
Knives Out,,"Dark Comedies,Dramas,Comedies,Crime Dramas,Mysteries,US Movies,Crime Comedies,Crime Movies","English, Spanish, Hindi",Movie,4.3,,> 2 hrs,Rian Johnson,Rian Johnson,"Daniel Craig, Ana de Armas, Chris Evans, Jamie Lee Curtis",PG-13,7.9,97.0,82.0,43.0,98.0,,2019-11-27,2020-08-02,459839.0,249.0,5,3,False,2020
You Are the Apple of My Eye,,"Teen Movies,Romantic Movies,Japanese Movies,Teen Romance,Youth Drama Movies,Japanese Youth Dramas,Romantic Youth Drama",Mandarin,Movie,4.3,,1-2 hour,Giddens Ko,Giddens Ko,"Owodog, Shao-Wen Hao, Kai Ko, Michelle Chen",,7.6,83.0,,9.0,12.0,,2011-08-19,2020-08-02,9300.0,3271.0,1,1,False,2020
"I Do, I Do",,"Dark Comedies,Romantic Comedies,Comedies,Romantic Films,Singaporean Movies","English, Italian",Movie,6.9,,1-2 hour,Ron Oliver,Nancey Silvers,"Christine Willes, Ali Liebert, Autumn Reeser, Shawn Roberts",TV-G,6.2,50.0,,,,,2015-02-06,2020-08-02,1788.0,2004.0,2,2,False,2020
I Not Stupid,,"Dramas,Comedies,Singaporean Movies","English, Mandarin, Hokkien",Movie,8.0,,1-2 hour,Jack Neo,Jack Neo,"Richard Low, Selena Tan, Jack Neo, Yun Xiang",PG,7.1,,,,2.0,,2002-02-09,2020-08-02,1080.0,6749.0,2,3,False,2020
Homerun,,"Children & Family Films,Social Issue Dramas,Dramas,Singaporean Movies",Mandarin,Movie,8.6,,1-2 hour,Jack Neo,Jack Neo,"Wenyong Huang, Megan Zheng, Shawn Lee, Yun Xiang",,6.5,87.0,,3.0,2.0,,2003-08-07,2020-08-02,350.0,6205.0,1,1,False,2020
I Not Stupid Too,,"Dramas,Comedies,Singaporean Movies","English, Hokkien, Mandarin",Movie,8.1,,> 2 hrs,Jack Neo,"Jack Neo, Rebecca Leow","Joshua Ang, Shawn Lee, Ashley Leong, Yiliang Huang",PG-13,6.8,,,,1.0,,2006-01-26,2020-08-02,571.0,5302.0,2,3,False,2020
Be with Me,,"Romantic Dramas,Dramas,Independent Films,Romantic Films,Romantic Independent Films,Singaporean Movies","Cantonese, English, Hokkien, Mandarin",Movie,8.0,,1-2 hour,Eric Khoo,"Theresa Poh Lin Chan, Eric Khoo, Kim Hoh Wong","Theresa Poh Lin Chan, Leong Kooi Eng, Chiew Sung Ching, Lawrence Yong",Not Rated,7.0,90.0,67.0,12.0,7.0,,2005-09-08,2020-08-02,1631.0,5442.0,3,4,False,2020
King of Mahjong,,"Comedies,Singaporean Movies",Chinese,Movie,7.6,,1-2 hour,Adrian Teh,,"Bao-Quan Chong, Richard Low, Cheronna Ng, Mark Lee",,5.2,,,,,,2015-02-19,2020-08-02,77.0,1991.0,1,1,False,2020
Banting,,"Sports Films,Sports Comedies,Dramas,Comedies,Independent Films,Sports Dramas,Singaporean Movies",Malay,Movie,7.7,,1-2 hour,Raihan Halim,Raihan Halim,"Abigail Chay, Adlina Adil, Mastura Ahmad, Ashley Chan",TV-PG,5.4,,,,,,2014-11-02,2020-08-02,19.0,2100.0,3,1,True,2020
The Best Bet,,"Dramas,Comedies,Singaporean Movies","Mandarin, English, Hokkien",Movie,8.0,,1-2 hour,Jack Neo,Jack Neo,"Li Ping Chen, Richard Low, Christopher Ming-Shun Lee, Mark Lee",PG-13,6.2,,,,1.0,,2004-06-09,2020-08-02,100.0,5898.0,3,3,False,2020
Meeting the Giant,,"Sports Films,Dramas,Sports Dramas,Singaporean Movies",,Movie,,,1-2 hour,,,Yanmanzi Zhu,,,,,,,,2014-06-22,2020-08-02,,2233.0,3,0,False,2020
Abandoned,,"Drama Programmes,Thai TV Programmes",English,Series,4.0,,< 30 minutes,Michael Feifer,"Peter Sullivan, Jeffrey Schenck","Peter Bogdanovich, Dean Cain, Mimi Rogers, Brittany Murphy",PG-13,5.1,22.0,,,,,2010-08-24,2020-08-02,5636.0,3631.0,4,1,False,2020
